block_duration_min,start_hour,passenger_trains,goods_trains,special_trains,express_trains,regular_passenger_trains,corridor_congestion,peak_hour,criticality,maintenance_priority,traffic_impact_score
76,14,9,4,4,3,6,72,0,2,4,100.0
164,5,8,9,2,6,2,74,0,4,51,100.0
91,20,7,6,1,3,4,20,1,4,81,100.0
33,16,13,5,1,1,12,45,0,1,53,88.59
154,8,15,6,2,1,14,19,1,3,25,100.0
125,17,7,1,2,3,4,91,1,1,69,100.0
60,12,5,4,1,5,0,1,0,1,10,71.01
175,13,14,2,0,0,14,95,0,4,81,100.0
99,16,4,8,2,3,1,77,0,3,3,92.86
219,9,3,3,2,3,0,85,1,3,56,100.0
213,19,1,1,1,1,0,11,1,2,20,53.35
56,11,13,9,4,4,9,19,0,1,5,100.0
54,21,2,7,0,0,2,24,0,4,69,49.68
214,11,13,6,4,0,13,25,0,5,69,100.0
175,14,1,2,4,1,0,87,0,3,74,90.36
117,8,14,6,2,5,9,4,1,1,99,100.0
86,7,14,4,0,1,13,17,1,4,18,100.0
149,16,1,0,4,1,0,36,0,5,85,69.93
163,10,6,8,1,1,5,35,0,1,69,92.82
40,15,6,9,2,3,3,82,0,4,22,100.0
185,17,15,7,3,3,12,95,1,5,40,100.0
95,15,8,10,0,6,2,46,0,3,62,100.0
223,10,11,10,4,4,7,17,0,4,85,100.0
139,12,4,5,3,4,0,19,0,1,24,84.83
229,12,6,6,1,1,5,89,0,4,1,100.0
30,22,4,4,4,4,0,28,0,1,39,79.05
148,17,4,10,4,2,2,24,1,5,9,100.0
102,20,8,1,0,4,4,12,1,4,3,87.3
34,13,13,7,2,4,9,10,0,2,19,100.0
228,12,7,5,1,0,7,34,0,5,44,92.84
114,16,2,7,4,2,0,31,0,2,66,88.09
61,9,5,7,0,2,3,97,1,3,76,99.56
55,12,2,6,0,0,2,45,0,5,34,59.97
160,11,0,8,1,0,0,52,0,5,23,61.68
228,21,12,0,3,4,8,37,0,1,37,100.0
38,14,12,4,4,6,6,55,0,3,93,100.0
30,5,1,1,1,1,0,3,0,4,94,24.1
213,5,14,0,1,6,8,0,0,4,64,100.0
217,9,14,9,0,1,13,56,1,5,77,100.0
146,8,7,9,2,0,7,44,1,2,14,100.0
87,14,4,2,1,2,2,80,0,5,7,80.0
231,17,14,3,3,5,9,91,1,4,75,100.0
157,17,13,9,0,0,13,31,1,2,84,100.0
164,16,12,7,4,3,9,66,0,2,31,100.0
105,5,13,7,0,5,8,34,0,3,6,100.0
185,17,1,7,3,0,1,100,1,3,98,92.53
33,10,2,2,4,1,1,98,0,2,53,74.44
201,8,2,0,0,0,2,39,1,3,36,58.95
126,6,6,4,3,4,2,74,0,3,43,100.0
145,7,3,10,3,1,2,54,1,1,50,100.0
168,22,5,8,2,1,4,94,0,3,77,100.0
220,7,11,3,0,5,6,83,1,1,4,100.0
182,16,8,10,0,2,6,43,0,2,15,96.97
229,6,5,9,0,1,4,52,0,1,61,88.03
223,21,9,4,3,2,7,79,0,3,45,100.0
186,19,3,9,1,0,3,51,1,4,90,100.0
145,15,4,1,2,2,2,1,0,2,80,63.39
226,7,14,1,3,4,10,69,1,2,55,100.0
177,11,7,6,2,2,5,67,0,5,56,100.0
132,22,8,3,4,5,3,46,0,3,32,100.0
228,8,6,4,4,1,5,84,1,4,97,100.0
204,6,15,4,2,3,12,23,0,2,64,100.0
142,17,4,7,4,3,1,94,1,1,72,100.0
59,14,4,2,0,0,4,85,0,3,51,55.15
236,19,10,8,1,0,10,32,1,1,37,100.0
96,18,1,2,3,1,0,64,1,5,64,87.18
128,5,7,3,1,5,2,0,0,2,27,79.15
38,11,0,2,1,0,0,81,0,2,84,44.52
159,16,10,9,3,4,6,51,0,5,13,100.0
82,5,5,0,3,0,5,58,0,4,22,70.85
48,20,5,7,0,3,2,34,1,5,34,99.76
40,7,14,5,1,6,8,72,1,1,88,100.0
51,21,13,9,1,2,11,13,0,5,53,100.0
152,11,1,10,2,1,0,100,0,5,35,95.01
177,8,13,3,4,1,12,91,1,1,15,100.0
61,10,9,1,3,2,7,15,0,2,44,89.36
234,13,15,10,3,5,10,83,0,4,75,100.0
142,11,6,3,4,2,4,39,0,2,82,91.77
56,6,11,5,0,2,9,63,0,5,58,100.0
140,8,2,1,3,1,1,83,1,3,38,87.31
56,8,2,4,1,0,2,5,1,4,3,50.7
43,21,12,5,0,2,10,39,0,5,62,100.0
232,14,7,6,3,6,1,94,0,4,19,100.0
147,14,13,7,0,1,12,72,0,3,51,100.0
131,12,3,3,1,0,3,6,0,3,13,52.36
45,14,0,2,1,0,0,83,0,5,34,49.19
90,5,8,1,4,1,7,35,0,1,82,88.14
89,8,0,7,2,0,0,74,1,2,15,74.84
75,19,9,10,2,4,5,22,1,5,56,100.0
60,20,8,2,3,2,6,26,1,4,99,100.0
75,6,9,3,2,1,8,4,0,4,77,85.31
37,13,12,9,0,5,7,79,0,5,68,100.0
160,7,15,2,2,5,10,72,1,1,66,100.0
36,13,6,8,1,5,1,77,0,3,10,100.0
193,15,12,2,4,1,11,70,0,3,83,100.0
167,18,13,1,2,3,10,38,1,5,27,100.0
144,8,14,6,3,6,8,32,1,5,39,100.0
161,10,9,3,0,0,9,2,0,5,79,79.91
150,18,8,2,2,1,7,13,1,1,99,91.05
203,18,12,4,1,1,11,34,1,1,42,100.0
186,18,9,7,1,0,9,8,1,3,77,92.81
114,11,11,6,1,4,7,40,0,3,45,100.0
183,21,5,6,1,5,0,91,0,1,62,100.0
68,15,9,7,4,6,3,74,0,3,29,100.0
208,12,11,7,1,0,11,77,0,2,53,100.0
63,13,8,10,4,6,2,33,0,1,53,100.0
168,20,13,6,2,3,10,80,1,2,99,100.0
126,11,14,0,1,2,12,82,0,1,98,100.0
93,6,10,3,3,5,5,68,0,2,61,100.0
89,15,8,5,0,6,2,94,0,4,35,100.0
132,22,4,10,0,1,3,90,0,4,76,92.08
220,17,4,9,3,0,4,86,1,1,37,100.0
55,6,4,8,1,1,3,63,0,3,17,77.29
240,6,4,2,4,3,1,85,0,5,73,100.0
115,20,4,3,4,2,2,42,1,2,82,93.31
209,5,0,1,2,0,0,1,0,3,63,52.92
98,16,8,6,1,1,7,64,0,4,91,99.91
55,7,6,5,4,3,3,80,1,1,57,100.0
101,14,5,10,1,2,3,76,0,3,56,100.0
217,7,1,2,2,1,0,82,1,2,34,82.04
171,7,5,4,2,2,3,88,1,3,2,100.0
125,8,13,7,4,4,9,55,1,4,42,100.0
236,11,10,10,0,0,10,73,0,3,92,100.0
158,10,11,0,3,4,7,83,0,4,59,100.0
63,6,11,1,4,4,7,22,0,3,25,100.0
139,17,0,9,4,0,0,71,1,4,47,99.58
143,11,15,9,4,5,10,13,0,2,35,100.0
91,14,0,9,0,0,0,38,0,3,6,46.68
208,16,5,3,1,3,2,73,0,4,8,94.45
62,13,15,10,0,2,13,19,0,2,82,100.0
89,21,6,4,4,4,2,97,0,2,13,100.0
239,18,3,10,0,1,2,65,1,3,77,100.0
121,12,4,4,3,3,1,94,0,2,54,90.48
240,15,2,4,0,1,1,60,0,3,80,69.86
71,14,1,8,0,0,1,74,0,3,44,50.99
81,8,7,5,3,1,6,27,1,2,26,100.0
51,13,12,8,0,2,10,86,0,1,88,100.0
56,21,2,1,1,2,0,85,0,2,37,54.6
240,13,13,3,1,0,13,61,0,5,6,100.0
69,20,4,10,0,0,4,6,1,2,99,81.52
229,7,3,7,1,1,2,83,1,5,83,100.0
145,19,10,5,1,1,9,35,1,2,11,100.0
175,20,6,8,2,6,0,62,1,3,93,100.0
187,22,13,2,3,3,10,15,0,3,83,100.0
175,21,14,0,3,1,13,55,0,1,91,100.0
197,11,2,2,3,2,0,90,0,1,9,74.2
47,16,15,8,2,3,12,77,0,4,71,100.0
205,7,1,2,2,1,0,37,1,3,62,72.82
226,20,0,2,2,0,0,6,1,4,25,52.86
42,20,11,7,3,0,11,45,1,5,69,100.0
127,10,5,7,3,1,4,7,0,1,48,76.81
171,18,14,6,2,2,12,30,1,1,27,100.0
95,13,6,0,3,0,6,17,0,3,15,66.34
56,16,0,3,2,0,0,47,0,3,53,53.55
32,19,14,2,4,0,14,85,1,3,10,100.0
122,13,1,1,3,1,0,90,0,3,30,70.45
214,17,11,8,2,0,11,37,1,4,67,100.0
54,12,7,7,4,6,1,27,0,4,57,100.0
225,22,14,8,4,2,12,20,0,1,52,100.0
235,14,4,4,2,0,4,90,0,1,53,79.67
47,19,12,3,4,6,6,44,1,3,57,100.0
90,17,11,3,0,4,7,39,1,1,39,100.0
142,19,10,8,2,3,7,15,1,4,46,100.0
51,9,15,5,4,3,12,71,1,2,3,100.0
164,12,12,9,3,3,9,9,0,2,13,100.0
45,20,2,5,0,0,2,84,1,2,53,57.69
98,9,10,1,3,5,5,20,1,3,50,100.0
131,7,10,2,2,0,10,10,1,2,72,88.2
225,12,2,2,3,2,0,68,0,3,10,79.53
54,9,4,4,1,4,0,80,1,5,55,100.0
112,5,0,1,4,0,0,62,0,5,77,69.46
173,5,1,1,4,0,1,0,0,3,16,57.43
114,7,15,9,1,4,11,51,1,3,18,100.0
162,21,14,1,3,6,8,8,0,1,12,100.0
71,18,10,0,2,5,5,84,1,3,40,100.0
71,18,6,7,2,4,2,3,1,3,9,96.92
111,7,7,7,2,4,3,93,1,4,45,100.0
102,9,9,6,4,0,9,100,1,1,71,100.0
168,17,13,10,3,5,8,69,1,2,94,100.0
192,13,4,7,3,0,4,61,0,1,37,76.25
176,20,8,8,4,2,6,34,1,1,52,100.0
174,20,3,4,4,0,3,12,1,3,34,81.05
139,17,2,1,3,2,0,37,1,5,87,100.0
46,5,11,0,1,5,6,23,0,3,73,98.95
124,16,5,3,3,5,0,47,0,5,74,100.0
96,6,14,5,1,5,9,70,0,1,58,100.0
208,18,3,6,1,3,0,100,1,3,89,100.0
46,18,2,10,2,2,0,73,1,1,90,96.93
232,6,3,7,3,1,2,79,0,5,81,100.0
125,5,15,8,2,1,14,68,0,4,66,100.0
47,22,8,7,1,0,8,96,0,2,15,78.35
215,11,9,9,1,2,7,72,0,5,72,100.0
36,5,2,1,0,2,0,45,0,4,88,44.58
167,14,3,4,0,1,2,1,0,2,17,46.13
77,17,4,2,1,0,4,68,1,5,32,76.06
34,20,9,0,2,5,4,1,1,3,7,89.74
112,20,15,5,4,4,11,76,1,5,56,100.0
168,15,11,0,2,0,11,36,0,3,89,93.47
180,8,12,7,4,4,8,30,1,5,1,100.0
206,19,3,10,1,0,3,22,1,2,72,85.61
33,16,15,7,2,6,9,20,0,3,12,100.0
44,14,7,9,4,6,1,41,0,2,50,100.0
189,17,3,7,3,2,1,39,1,2,3,88.86
76,11,15,4,1,4,11,84,0,5,48,100.0
182,11,0,10,3,0,0,90,0,1,95,87.75
237,16,0,10,4,0,0,12,0,3,17,71.98
170,13,11,8,0,2,9,29,0,2,39,98.04
130,16,0,10,2,0,0,58,0,3,80,66.44
213,22,11,1,0,6,5,25,0,5,56,100.0
138,13,11,2,4,4,7,38,0,4,48,100.0
99,14,4,8,3,0,4,42,0,4,4,80.95
112,22,6,1,2,3,3,68,0,5,80,100.0
69,6,1,6,2,0,1,2,0,2,11,50.09
230,5,14,0,0,2,12,17,0,4,50,100.0
70,9,14,4,0,6,8,88,1,1,27,100.0
108,22,14,3,1,0,14,43,0,2,4,91.52
60,5,5,3,4,1,4,20,0,3,8,69.46
105,17,4,10,3,0,4,100,1,2,91,100.0
92,22,2,10,0,1,1,12,0,5,77,64.86
108,17,4,4,4,3,1,63,1,4,10,100.0
201,12,5,9,0,0,5,53,0,3,93,91.28
38,14,4,5,0,3,1,3,0,1,14,54.62
166,20,11,8,3,0,11,99,1,1,64,100.0
171,10,4,2,2,1,3,100,0,4,69,93.93
137,15,5,1,1,5,0,24,0,2,52,80.96
152,16,2,10,4,0,2,79,0,1,62,91.34
138,9,7,9,0,3,4,29,1,5,39,100.0
188,15,9,10,2,6,3,4,0,1,59,100.0
72,7,4,8,0,4,0,17,1,5,1,100.0
230,5,15,2,4,1,14,63,0,4,20,100.0
183,21,11,9,0,4,7,77,0,5,63,100.0
141,20,8,4,2,3,5,91,1,4,4,100.0
158,6,12,0,1,0,12,55,0,5,5,90.25
200,11,5,8,3,3,2,79,0,5,90,100.0
123,11,3,7,3,3,0,24,0,4,1,95.03
85,14,9,7,2,4,5,47,0,3,83,100.0
35,19,12,8,0,0,12,29,1,3,17,92.2
160,13,10,5,3,2,8,85,0,2,47,100.0
60,19,11,3,4,3,8,27,1,1,72,100.0
63,20,15,5,4,3,12,18,1,4,63,100.0
186,9,13,10,1,0,13,96,1,3,99,100.0
75,18,8,8,4,1,7,51,1,5,89,100.0
121,15,15,1,0,4,11,71,0,2,50,100.0
239,16,11,6,3,0,11,58,0,4,53,100.0
70,8,10,2,3,2,8,13,1,5,100,100.0
94,20,14,1,4,5,9,63,1,2,27,100.0
198,21,10,3,1,3,7,68,0,3,36,100.0
185,13,11,6,1,1,10,97,0,5,28,100.0
184,12,7,6,1,6,1,71,0,1,44,100.0
219,17,6,3,0,3,3,94,1,4,70,100.0
222,18,1,2,3,1,0,1,1,3,30,66.53
57,20,4,1,0,1,3,60,1,4,24,59.34
39,8,2,0,1,1,1,40,1,1,9,49.45
58,16,15,5,1,6,9,9,0,3,15,100.0
182,16,7,7,3,1,6,97,0,4,41,100.0
124,21,5,9,2,1,4,84,0,2,65,94.26
78,6,8,5,0,5,3,54,0,3,34,100.0
126,9,14,3,4,4,10,1,1,2,70,100.0
222,18,4,5,2,1,3,58,1,2,25,88.97
118,21,13,2,4,4,9,16,0,2,48,100.0
124,9,9,6,0,4,5,42,1,5,87,100.0
77,15,6,6,0,1,5,34,0,1,23,65.39
200,9,14,0,1,6,8,47,1,4,18,100.0
30,16,15,9,2,4,11,92,0,3,89,100.0
191,6,1,7,3,0,1,41,0,3,56,79.23
103,10,3,0,0,2,1,21,0,3,90,58.12
133,20,14,8,1,1,13,16,1,5,68,100.0
97,13,7,5,4,6,1,26,0,1,84,100.0
41,11,13,3,3,3,10,23,0,4,1,100.0
30,14,15,0,4,0,15,96,0,1,78,100.0
222,11,12,2,1,1,11,18,0,5,69,100.0
101,19,4,8,0,4,0,46,1,3,47,99.75
198,11,8,5,1,2,6,37,0,2,48,94.22
136,18,2,5,1,2,0,14,1,4,60,80.39
48,21,8,4,3,1,7,8,0,5,54,94.65
42,16,10,2,2,1,9,25,0,2,75,85.09
191,17,1,1,3,1,0,22,1,5,94,85.63
152,7,15,9,4,6,9,45,1,1,60,100.0
57,12,11,0,0,1,10,97,0,5,68,98.6
119,12,2,6,0,1,1,50,0,3,83,60.27
229,12,14,1,3,4,10,64,0,1,16,100.0
61,11,7,8,1,6,1,77,0,2,55,100.0
214,19,11,10,4,3,8,22,1,5,82,100.0
61,14,7,5,0,6,1,66,0,2,59,100.0
75,7,14,2,0,5,9,10,1,3,31,100.0
171,5,5,5,4,3,2,100,0,5,90,100.0
120,8,11,1,3,0,11,38,1,3,97,100.0
70,19,0,9,1,0,0,31,1,3,55,66.18
211,20,6,3,4,4,2,93,1,5,26,100.0
69,6,8,9,2,2,6,43,0,3,54,95.64
163,13,13,8,1,2,11,77,0,4,46,100.0
127,9,12,3,3,5,7,18,1,3,17,100.0
81,21,9,0,0,4,5,63,0,2,82,90.13
187,16,8,0,1,3,5,28,0,2,9,86.44
153,11,11,7,3,3,8,16,0,2,81,100.0
40,11,3,4,4,1,2,24,0,3,31,63.6
220,14,15,3,0,4,11,63,0,3,64,100.0
154,16,2,7,1,1,1,69,0,2,12,69.23
119,11,12,6,3,0,12,93,0,1,7,100.0
118,11,10,8,1,0,10,96,0,2,46,96.98
87,7,8,0,2,6,2,6,1,5,56,100.0
44,13,1,1,2,1,0,86,0,4,66,64.86
38,17,13,10,3,0,13,46,1,5,69,100.0
35,14,12,8,3,3,9,40,0,4,43,100.0
128,19,8,0,1,5,3,2,1,4,71,96.5
117,14,3,9,3,0,3,31,0,5,87,88.37
163,7,10,10,1,5,5,69,1,4,27,100.0
97,11,6,5,3,3,3,96,0,4,31,100.0
119,18,3,6,0,1,2,80,1,1,92,72.41
85,12,15,9,2,2,13,52,0,4,17,100.0
160,20,7,5,0,2,5,11,1,2,92,94.59
203,22,2,3,0,0,2,98,0,4,57,75.27
79,16,6,3,2,6,0,82,0,5,64,100.0
97,17,4,2,4,2,2,45,1,4,15,100.0
172,9,3,2,1,3,0,97,1,3,44,96.13
141,5,1,0,0,1,0,81,0,5,92,57.94
39,20,6,7,1,6,0,43,1,2,29,100.0
79,19,0,10,1,0,0,18,1,1,90,70.29
142,19,10,0,0,0,10,52,1,1,6,76.17
156,7,12,3,3,3,9,53,1,5,12,100.0
61,7,14,3,1,1,13,16,1,3,21,100.0
156,10,13,5,3,0,13,71,0,2,98,100.0
50,7,14,3,1,5,9,74,1,4,21,100.0
192,19,12,1,1,3,9,62,1,3,71,100.0
199,18,2,4,2,0,2,80,1,2,13,72.39
123,22,15,4,0,0,15,87,0,2,76,100.0
161,15,8,0,2,2,6,41,0,4,18,83.0
207,8,7,6,4,6,1,98,1,1,42,100.0
195,14,2,4,0,1,1,24,0,4,85,53.62
175,12,6,2,1,0,6,8,0,2,53,68.91
220,17,9,6,3,0,9,78,1,5,61,100.0
30,15,14,2,3,1,13,72,0,3,8,100.0
72,18,13,9,4,5,8,21,1,3,15,100.0
117,6,13,5,2,3,10,56,0,3,2,100.0
58,12,1,2,1,1,0,94,0,2,16,58.29
147,10,8,1,3,3,5,88,0,4,36,100.0
232,5,10,6,1,1,9,17,0,3,10,98.24
52,22,1,1,0,0,1,37,0,1,41,18.33
240,18,5,6,2,4,1,52,1,2,40,100.0
205,9,1,1,1,1,0,92,1,2,29,68.77
47,11,13,2,1,5,8,44,0,4,34,100.0
86,18,13,0,1,5,8,34,1,4,8,100.0
34,10,2,3,2,1,1,99,0,5,49,76.97
197,7,3,1,2,3,0,56,1,1,88,88.37
182,5,13,9,3,4,9,45,0,2,11,100.0
231,9,5,8,4,4,1,10,1,2,96,100.0
204,22,12,0,1,6,6,35,0,1,6,100.0
75,9,15,6,4,0,15,16,1,1,97,100.0
130,15,9,1,2,5,4,59,0,1,44,93.25
58,15,9,7,0,5,4,26,0,2,81,96.61
143,7,2,0,1,2,0,26,1,3,95,73.78
91,10,0,1,4,0,0,38,0,2,18,50.98
197,7,4,4,2,4,0,31,1,5,66,100.0
227,16,0,0,0,0,0,32,0,1,19,26.06
133,10,8,10,1,1,7,10,0,4,42,97.13
152,5,10,3,0,5,5,22,0,2,28,98.14
129,12,2,3,0,2,0,78,0,3,57,55.72
78,7,2,4,1,0,2,84,1,4,50,76.11
208,7,1,3,2,0,1,34,1,2,86,69.23
158,8,3,2,2,0,3,42,1,4,78,84.49
118,14,8,5,3,6,2,51,0,5,39,100.0
56,9,1,2,4,1,0,15,1,3,79,82.58
111,18,12,4,3,0,12,28,1,2,21,100.0
105,17,1,4,3,0,1,42,1,2,56,65.82
240,11,13,10,2,4,9,69,0,5,65,100.0
180,18,8,6,1,0,8,47,1,5,67,100.0
76,15,12,0,0,4,8,1,0,4,12,89.13
230,16,11,2,4,1,10,73,0,5,84,100.0
144,17,4,0,3,3,1,45,1,1,44,85.01
83,18,10,7,3,1,9,90,1,2,24,100.0
98,16,9,9,2,1,8,23,0,5,93,100.0
225,11,4,0,2,0,4,84,0,2,77,76.86
222,6,10,6,1,4,6,73,0,1,57,100.0
42,13,8,1,4,4,4,93,0,5,78,100.0
161,17,2,9,4,1,1,59,1,1,52,99.63
115,10,13,3,0,6,7,27,0,1,95,100.0
235,13,6,2,0,2,4,92,0,2,45,94.72
56,17,14,0,1,2,12,25,1,2,95,100.0
34,5,12,7,0,6,6,50,0,5,43,100.0
51,18,0,8,1,0,0,78,1,5,26,85.78
82,16,1,7,4,1,0,41,0,4,28,86.08
41,18,12,2,3,3,9,84,1,1,16,100.0
233,13,5,3,3,1,4,90,0,3,75,100.0
224,22,9,10,0,0,9,78,0,5,13,100.0
35,8,0,6,1,0,0,3,1,1,73,40.42
106,5,0,6,2,0,0,80,0,3,34,63.12
166,9,5,0,4,0,5,86,1,3,1,96.66
166,11,4,4,0,3,1,81,0,1,43,73.46
64,7,4,8,3,2,2,26,1,5,100,95.56
156,6,4,5,4,0,4,94,0,1,42,91.11
117,9,8,10,0,1,7,79,1,4,4,100.0
131,18,8,7,0,3,5,5,1,5,27,100.0
148,11,14,7,4,2,12,79,0,5,39,100.0
228,5,7,5,3,5,2,30,0,2,12,100.0
134,15,11,4,4,5,6,82,0,2,86,100.0
93,8,4,8,2,4,0,20,1,1,91,100.0
230,14,14,5,3,0,14,44,0,4,55,100.0
55,13,4,6,0,1,3,53,0,4,74,57.31
137,13,5,4,3,5,0,28,0,1,26,100.0
187,21,6,8,4,6,0,17,0,5,14,100.0
116,8,3,0,4,0,3,29,1,3,93,73.4
61,17,3,1,0,0,3,57,1,4,48,56.66
164,12,15,7,3,3,12,38,0,5,3,100.0
48,10,15,2,3,2,13,24,0,4,73,100.0
115,17,15,10,3,4,11,55,1,1,100,100.0
130,16,4,1,1,1,3,20,0,5,56,61.76
227,13,2,1,4,2,0,74,0,2,19,86.79
173,10,0,0,3,0,0,19,0,3,50,44.65
198,6,7,2,1,4,3,23,0,5,62,100.0
35,16,10,4,2,4,6,96,0,5,94,100.0
226,20,11,10,3,3,8,12,1,4,36,100.0
238,14,10,2,3,5,5,14,0,5,80,100.0
162,17,5,2,3,4,1,11,1,1,64,96.91
132,12,8,8,1,0,8,44,0,5,26,96.11
118,11,9,8,4,4,5,82,0,3,59,100.0
91,7,3,1,0,1,2,91,1,1,21,64.47
193,5,11,10,4,0,11,25,0,5,62,100.0
203,13,4,5,2,4,0,72,0,3,20,100.0
226,7,6,1,2,3,3,91,1,4,11,100.0
73,9,13,2,0,2,11,95,1,3,22,100.0
92,17,11,1,2,2,9,67,1,4,72,100.0
201,17,15,5,2,4,11,18,1,2,50,100.0
86,9,11,2,0,3,8,43,1,1,50,100.0
116,12,2,2,3,1,1,37,0,3,71,63.18
129,20,14,7,0,5,9,96,1,2,11,100.0
142,18,9,8,4,3,6,19,1,1,34,100.0
184,7,0,2,4,0,0,50,1,4,41,87.72
114,18,2,9,1,2,0,69,1,5,68,100.0
139,11,6,3,3,6,0,73,0,1,84,100.0
40,7,13,1,1,6,7,60,1,2,66,100.0
85,9,15,0,4,4,11,37,1,5,55,100.0
169,15,4,2,3,4,0,94,0,5,6,100.0
97,22,6,8,2,5,1,36,0,2,31,100.0
199,16,14,6,1,2,12,20,0,1,72,100.0
90,6,12,9,2,6,6,9,0,1,98,100.0
128,11,9,2,4,5,4,57,0,4,48,100.0
119,15,12,8,4,2,10,35,0,3,91,100.0
51,7,4,0,4,0,4,57,1,1,24,74.15
103,20,8,5,1,6,2,61,1,3,9,100.0
98,18,10,9,1,0,10,59,1,2,30,100.0
193,15,11,7,0,1,10,98,0,5,59,100.0
53,8,13,2,0,1,12,39,1,5,36,100.0
80,6,7,4,1,0,7,36,0,1,84,70.32
72,10,0,3,4,0,0,58,0,1,37,50.46
45,8,1,5,2,0,1,53,1,5,34,75.08
194,14,13,10,4,2,11,6,0,3,2,100.0
206,7,3,3,2,1,2,88,1,5,62,100.0
208,7,13,3,3,2,11,70,1,3,92,100.0
232,14,5,7,1,3,2,91,0,5,97,100.0
232,12,0,0,1,0,0,78,0,4,28,54.17
55,16,3,8,1,3,0,21,0,1,17,73.78
100,19,14,4,1,0,14,21,1,2,40,100.0
179,19,7,1,0,2,5,6,1,2,36,79.37
147,20,12,4,0,1,11,88,1,4,89,100.0
38,9,6,5,2,3,3,91,1,3,42,100.0
38,8,4,1,3,1,3,46,1,4,70,85.71
55,14,0,6,2,0,0,35,0,2,67,47.99
113,19,0,3,2,0,0,63,1,5,90,73.18
37,10,15,10,1,1,14,33,0,2,2,100.0
156,17,5,3,4,1,4,91,1,2,71,100.0
140,18,3,2,1,3,0,4,1,1,7,62.29
47,9,12,9,3,1,11,95,1,5,80,100.0
150,11,6,6,4,3,3,13,0,2,91,100.0
226,12,3,5,4,0,3,87,0,1,60,91.17
126,10,1,10,2,0,1,3,0,5,98,69.79
68,17,7,8,3,5,2,25,1,3,14,100.0
104,17,0,1,0,0,0,31,1,2,48,38.98
179,8,2,7,4,2,0,91,1,2,50,100.0
223,7,8,3,4,6,2,42,1,2,87,100.0
48,11,4,9,2,4,0,0,0,2,48,93.06
180,13,15,2,1,6,9,53,0,3,7,100.0
153,22,1,3,4,0,1,80,0,2,17,63.65
224,10,8,0,3,1,7,94,0,4,41,100.0
120,6,9,6,0,2,7,63,0,4,25,90.41
49,22,12,5,1,6,6,2,0,5,11,100.0
42,13,3,2,1,0,3,27,0,4,100,57.72
86,20,9,5,0,1,8,93,1,4,63,100.0
99,10,10,4,4,5,5,51,0,5,65,100.0
47,8,6,10,1,6,0,10,1,1,35,100.0
197,9,2,4,1,1,1,97,1,4,56,92.69
135,17,12,0,0,5,7,40,1,3,13,100.0
132,11,4,6,1,4,0,66,0,3,44,97.67
61,10,8,8,0,2,6,67,0,3,64,100.0
225,15,4,2,2,0,4,92,0,4,20,89.94
141,22,14,4,3,2,12,35,0,1,67,100.0
130,13,15,4,0,2,13,19,0,4,60,100.0
169,15,10,8,0,3,7,44,0,5,27,100.0
63,22,13,7,4,6,7,36,0,5,54,100.0
196,6,11,3,0,6,5,1,0,4,73,100.0
64,9,3,3,3,0,3,29,1,1,54,68.71
126,16,1,6,1,1,0,88,0,4,71,73.27
223,8,3,2,0,3,0,92,1,1,56,78.05
240,12,0,3,0,0,0,48,0,5,25,47.38
60,10,14,6,4,1,13,61,0,5,4,100.0
40,8,2,9,4,1,1,73,1,5,81,100.0
77,10,6,2,1,4,2,18,0,3,5,77.34
215,18,5,3,0,3,2,52,1,5,77,96.73
221,16,6,6,3,0,6,82,0,5,44,100.0
185,6,1,6,3,1,0,70,0,4,79,85.51
75,8,5,8,3,2,3,53,1,3,55,100.0
90,15,5,2,3,2,3,4,0,1,66,71.04
87,6,3,5,2,2,1,67,0,4,42,81.75
47,17,15,5,1,3,12,31,1,2,99,100.0
58,10,7,10,4,2,5,19,0,5,100,100.0
66,15,9,2,3,1,8,91,0,3,70,100.0
100,9,11,3,1,4,7,40,1,3,13,100.0
141,12,2,10,2,1,1,79,0,3,2,87.68
108,17,4,3,3,0,4,97,1,5,91,100.0
147,8,10,8,2,5,5,60,1,4,10,100.0
220,6,3,4,1,1,2,75,0,1,26,66.49
193,5,13,5,4,4,9,29,0,4,12,100.0
100,14,12,0,1,4,8,39,0,1,21,92.78
124,14,2,1,1,2,0,37,0,2,15,46.68
135,12,2,10,4,2,0,41,0,3,98,100.0
192,20,12,9,3,3,9,3,1,3,97,100.0
110,10,7,5,4,0,7,21,0,1,12,84.75
175,21,11,3,3,6,5,9,0,2,63,100.0
39,12,7,10,0,1,6,96,0,5,6,100.0
181,14,15,1,2,1,14,11,0,2,22,99.18
100,10,14,5,3,6,8,10,0,5,36,100.0
33,21,5,2,0,5,0,82,0,2,18,78.45
76,21,3,10,4,2,1,50,0,5,66,100.0
47,13,11,5,2,1,10,39,0,1,12,91.46
188,16,14,0,4,6,8,16,0,5,81,100.0
162,16,13,6,0,6,7,89,0,5,71,100.0
45,9,4,9,1,3,1,91,1,2,47,100.0
126,17,15,8,3,3,12,2,1,3,24,100.0
225,8,4,6,3,1,3,74,1,4,94,100.0
147,20,1,6,4,1,0,36,1,1,7,88.47
225,5,7,9,2,2,5,45,0,2,88,100.0
62,12,0,6,1,0,0,13,0,5,73,39.26
42,14,13,6,4,3,10,1,0,2,11,100.0
206,16,12,4,3,6,6,8,0,3,90,100.0
59,18,4,4,4,0,4,7,1,3,21,71.24
141,14,12,2,2,2,10,38,0,2,1,100.0
