priority_rank,asset_id,department,asset_type,risk_probability,risk_score,rule_based_score,ai_priority_score,priority_category
2469,ML-04992,ENGINEERING,Track,0.4925227786539297,49.25227786539297,34.83,43.48,LOW
2470,ML-02664,ENGINEERING,Bridge,0.3731561777161071,37.31561777161071,52.716,43.48,LOW
2471,ML-00299,ENGINEERING,Point & Crossing,0.39529917812548726,39.529917812548724,49.4005,43.48,LOW
2472,ML-00506,ENGINEERING,Point & Crossing,0.3500708230049051,35.00708230049051,56.153,43.47,LOW
2473,ML-00184,S&T,Axle Counter,0.34403355841006117,34.40335584100612,57.03450000000001,43.46,LOW
2474,ML-00249,TRD,Section Insulator,0.3820898542203014,38.20898542203014,51.3335,43.46,LOW
2475,ML-01093,ENGINEERING,Point & Crossing,0.3640394301707125,36.40394301707125,54.033,43.46,LOW
2476,ML-00218,S&T,Point Machine,0.48727031332969917,48.727031332969915,35.5375,43.45,LOW
2477,ML-02643,S&T,Signal,0.469857266791684,46.9857266791684,38.158,43.45,LOW
2478,ML-01092,ENGINEERING,Point & Crossing,0.43542895258756187,43.54289525875619,43.3095,43.45,LOW
2479,ML-00969,ENGINEERING,Track,0.3965775055308922,39.65775055308922,49.1215,43.44,LOW
2480,ML-03595,TRD,Transformer,0.42951148504515274,42.951148504515274,44.173,43.44,LOW
2481,ML-01276,TRD,Section Insulator,0.3428719042020651,34.28719042020651,57.164,43.44,LOW
2482,ML-02291,ENGINEERING,Track,0.3337153385100041,33.371533851000414,58.4825,43.42,LOW
2483,ML-04230,ENGINEERING,Bridge,0.4292367621913364,42.92367621913364,44.1565,43.42,LOW
2484,ML-00757,TRD,Transformer,0.36937183084721315,36.93718308472131,53.1125,43.41,LOW
2485,ML-01359,TRD,Transformer,0.3720052532816738,37.20052532816738,52.714,43.41,LOW
2486,ML-02535,TRD,Section Insulator,0.41438930082986614,41.438930082986616,46.345,43.4,LOW
2487,ML-00508,TRD,Transformer,0.37178776481015996,37.178776481015994,52.712500000000006,43.39,LOW
2488,ML-00444,ENGINEERING,Point & Crossing,0.3192369483468821,31.92369483468821,60.563,43.38,LOW
2489,ML-02650,ENGINEERING,Track,0.3025896630573567,30.25896630573567,63.0645,43.38,LOW
2490,ML-03938,ENGINEERING,Track,0.33629873873784505,33.629873873784504,58.001,43.38,LOW
2491,ML-02102,S&T,Point Machine,0.4067308875847298,40.67308875847298,47.4215,43.37,LOW
2492,ML-02761,ENGINEERING,Bridge,0.40098828479688736,40.098828479688734,48.274,43.37,LOW
2493,ML-01357,S&T,Signal,0.37355201769653607,37.355201769653604,52.36,43.36,LOW
2494,ML-04919,ENGINEERING,Point & Crossing,0.4222278306542628,42.22278306542628,45.0455,43.35,LOW
2495,ML-02088,S&T,Axle Counter,0.31019636589353766,31.019636589353766,61.8435,43.35,LOW
2496,ML-00303,S&T,Axle Counter,0.3491654151102964,34.91654151102964,55.994,43.35,LOW
2497,ML-02857,S&T,Axle Counter,0.4052397542293617,40.52397542293617,47.5945,43.35,LOW
2498,ML-01757,S&T,Axle Counter,0.3161135093488718,31.611350934887177,60.9065,43.33,LOW
2499,ML-01368,S&T,Signal,0.3619577169985957,36.19577169985957,54.0435,43.33,LOW
2500,ML-02855,S&T,Signal,0.342180147935154,34.2180147935154,57.004000000000005,43.33,LOW
2501,ML-03922,ENGINEERING,Bridge,0.3397975705222533,33.97975705222533,57.299,43.31,LOW
2502,ML-03695,TRD,Section Insulator,0.3477412879664369,34.77412879664369,56.095,43.3,LOW
2503,ML-03334,TRD,Section Insulator,0.25094424239830726,25.094424239830726,70.60300000000001,43.3,LOW
2504,ML-04833,TRD,Section Insulator,0.40851032785293356,40.851032785293356,46.957,43.29,LOW
2505,ML-02469,TRD,OHE,0.4181300628402952,41.81300628402952,45.5075,43.29,LOW
2506,ML-04740,S&T,Axle Counter,0.3732490779359931,37.32490779359931,52.245,43.29,LOW
2507,ML-01903,S&T,Signal,0.4230963220856839,42.30963220856839,44.743,43.28,LOW
2508,ML-02127,ENGINEERING,Track,0.3452598802968357,34.52598802968357,56.411833333333334,43.28,LOW
2509,ML-02167,ENGINEERING,Track,0.3878840834284064,38.78840834284064,50.024,43.28,LOW
2510,ML-01062,ENGINEERING,Track,0.3778113656079198,37.78113656079198,51.5035,43.27,LOW
2511,ML-04870,ENGINEERING,Track,0.33919434132462556,33.919434132462555,57.288,43.27,LOW
2512,ML-01356,TRD,Section Insulator,0.39308870430814735,39.308870430814736,49.191,43.26,LOW
2513,ML-03345,TRD,Section Insulator,0.4225891663355527,42.25891663355527,44.753,43.26,LOW
2514,ML-04110,ENGINEERING,Track,0.2818554521240059,28.18554521240059,65.8375,43.25,LOW
2515,ML-03399,ENGINEERING,Track,0.4155320346932423,41.55320346932423,45.783,43.25,LOW
2516,ML-04184,ENGINEERING,Bridge,0.32549030993687816,32.549030993687815,59.2705,43.24,LOW
2517,ML-01108,ENGINEERING,Track,0.314118360149277,31.4118360149277,60.988499999999995,43.24,LOW
2518,ML-00763,S&T,Signal,0.3631117036547035,36.31117036547035,53.6025,43.23,LOW
2519,ML-00070,S&T,Axle Counter,0.4903562526589482,49.03562526589482,34.4815,43.21,LOW
2520,ML-04000,TRD,Section Insulator,0.3834632583739685,38.34632583739685,50.4885,43.2,LOW
2521,ML-01519,TRD,Section Insulator,0.3908802149473724,39.08802149473724,49.370999999999995,43.2,LOW
2522,ML-00009,ENGINEERING,Point & Crossing,0.2868164283145039,28.68164283145039,64.9655,43.2,LOW
2523,ML-04052,ENGINEERING,Bridge,0.46748597313783846,46.74859731378385,37.864000000000004,43.19,LOW
2524,ML-00935,ENGINEERING,Track,0.33671880234234236,33.67188023423424,57.477000000000004,43.19,LOW
2525,ML-01564,ENGINEERING,Track,0.37096770285335373,37.096770285335374,52.324,43.19,LOW
2526,ML-02773,S&T,Point Machine,0.27107557657250664,27.107557657250663,67.3035,43.19,LOW
2527,ML-02969,ENGINEERING,Track,0.3817388768815072,38.17388768815072,50.721000000000004,43.19,LOW
2528,ML-00613,ENGINEERING,Track,0.3091750049098373,30.91750049098373,61.578,43.18,LOW
2529,ML-04993,TRD,OHE,0.36470610706862805,36.47061070686281,53.2385,43.18,LOW
2530,ML-04351,S&T,Point Machine,0.3890972695749534,38.90972695749534,49.5775,43.18,LOW
2531,ML-00760,TRD,Transformer,0.3759041110122705,37.59041110122705,51.54716666666667,43.17,LOW
2532,ML-00272,TRD,Transformer,0.3158635875790105,31.58635875790105,60.536500000000004,43.17,LOW
2533,ML-00943,TRD,OHE,0.2401125048881308,24.01125048881308,71.8805,43.16,LOW
2534,ML-02338,S&T,Axle Counter,0.2938023419036618,29.380234190366178,63.829499999999996,43.16,LOW
2535,ML-02867,ENGINEERING,Track,0.4253594687064299,42.53594687064299,44.0625,43.15,LOW
2536,ML-03167,ENGINEERING,Bridge,0.3505269868497591,35.05269868497591,55.2935,43.15,LOW
2537,ML-01952,TRD,OHE,0.3456059204328871,34.560592043288715,56.0075,43.14,LOW
2538,ML-03797,S&T,Axle Counter,0.34089238468204724,34.08923846820473,56.716,43.14,LOW
2539,ML-00445,ENGINEERING,Track,0.3759821228698695,37.59821228698695,51.43866666666666,43.13,LOW
2540,ML-01724,ENGINEERING,Bridge,0.3350640444034008,33.506404440340084,57.564,43.13,LOW
2541,ML-03719,TRD,Transformer,0.24589701500600852,24.589701500600853,70.928,43.13,LOW
2542,ML-02266,ENGINEERING,Bridge,0.46152771545539706,46.15277154553971,38.5715,43.12,LOW
2543,ML-01711,TRD,OHE,0.37857588488174476,37.85758848817448,51.016999999999996,43.12,LOW
2544,ML-04456,TRD,OHE,0.34140976186739513,34.140976186739515,56.5935,43.12,LOW
2545,ML-00340,S&T,Axle Counter,0.37215408417517454,37.21540841751745,51.941,43.11,LOW
2546,ML-04175,S&T,Signal,0.3388950079555717,33.88950079555717,56.947500000000005,43.11,LOW
2547,ML-01651,ENGINEERING,Point & Crossing,0.43139797544277203,43.1397975442772,43.0715,43.11,LOW
2548,ML-03024,S&T,Signal,0.3686948008708073,36.86948008708073,52.455,43.1,LOW
2549,ML-00002,ENGINEERING,Track,0.5594394196253941,55.94394196253941,23.826666666666668,43.1,LOW
2550,ML-02220,S&T,Axle Counter,0.3731017154432676,37.31017154432676,51.782000000000004,43.1,LOW
2551,ML-03855,TRD,Transformer,0.3598362728632442,35.98362728632442,53.759,43.09,LOW
2552,ML-01154,TRD,OHE,0.32434282818588017,32.43428281858802,59.043,43.08,LOW
2553,ML-02252,TRD,Section Insulator,0.3498190635708692,34.98190635708692,55.157,43.05,LOW
2554,ML-01295,TRD,Transformer,0.35702514700219573,35.702514700219574,54.0505,43.04,LOW
2555,ML-03435,ENGINEERING,Point & Crossing,0.31777649959321386,31.777649959321387,59.94383333333334,43.04,LOW
2556,ML-00349,S&T,Signal,0.32332609300999143,32.332609300999145,59.081,43.03,LOW
2557,ML-03571,S&T,Axle Counter,0.3343220262433732,33.43220262433732,57.4095,43.02,LOW
2558,ML-04598,S&T,Signal,0.38340865763470433,38.34086576347043,50.045500000000004,43.02,LOW
2559,ML-04936,ENGINEERING,Point & Crossing,0.39982901655204756,39.982901655204756,47.516,43.0,LOW
2560,ML-01169,S&T,Point Machine,0.417312415849913,41.7312415849913,44.886,42.99,LOW
2561,ML-00823,ENGINEERING,Bridge,0.3734411773107923,37.34411773107923,51.438,42.98,LOW
2562,ML-00656,S&T,Point Machine,0.3999797858481939,39.997978584819386,47.458,42.98,LOW
2563,ML-02298,S&T,Signal,0.366652477864725,36.6652477864725,52.448,42.98,LOW
2564,ML-01998,TRD,OHE,0.2886224808694393,28.862248086943932,64.128,42.97,LOW
2565,ML-04142,ENGINEERING,Track,0.38278014333071725,38.278014333071724,49.999500000000005,42.97,LOW
2566,ML-02574,TRD,Section Insulator,0.39002206003574935,39.00220600357493,48.898,42.96,LOW
2567,ML-01038,TRD,Transformer,0.37171807309736626,37.17180730973663,51.6035,42.94,LOW
2568,ML-01749,TRD,OHE,0.47618297987938063,47.618297987938064,35.9045,42.93,LOW
2569,ML-02415,ENGINEERING,Track,0.373341936049692,37.3341936049692,51.288000000000004,42.92,LOW
2570,ML-00543,S&T,Point Machine,0.4055879969518096,40.55879969518096,46.4345,42.91,LOW
2571,ML-02995,TRD,Transformer,0.37838048817903497,37.8380488179035,50.4875,42.9,LOW
2572,ML-02066,ENGINEERING,Bridge,0.3686603982137852,36.86603982137852,51.942499999999995,42.9,LOW
2573,ML-00900,TRD,Section Insulator,0.31337306427034217,31.337306427034218,60.1995,42.88,LOW
2574,ML-00614,S&T,Point Machine,0.4682174315666778,46.82174315666778,36.966,42.88,LOW
2575,ML-01048,S&T,Axle Counter,0.37325630459980824,37.32563045998082,51.1905,42.87,LOW
2576,ML-01467,ENGINEERING,Bridge,0.5166418491240576,51.664184912405766,29.662,42.86,LOW
2577,ML-00819,TRD,Transformer,0.3763825639888122,37.63825639888122,50.6825,42.86,LOW
2578,ML-02923,ENGINEERING,Bridge,0.35240202407881377,35.24020240788138,54.2695,42.85,LOW
2579,ML-04011,TRD,OHE,0.3221310222658926,32.21310222658926,58.79750000000001,42.85,LOW
2580,ML-01805,ENGINEERING,Bridge,0.37806026500628265,37.80602650062826,50.3795,42.84,LOW
2581,ML-01718,ENGINEERING,Bridge,0.34588634507332033,34.58863450733203,55.212,42.84,LOW
2582,ML-01930,ENGINEERING,Bridge,0.41975093775339567,41.975093775339566,44.147,42.84,LOW
2583,ML-03231,S&T,Signal,0.42540195339960946,42.540195339960945,43.298500000000004,42.84,LOW
2584,ML-03879,ENGINEERING,Track,0.3625649054716052,36.25649054716052,52.6955,42.83,LOW
2585,ML-01251,S&T,Signal,0.4057380928612471,40.573809286124714,46.1935,42.82,LOW
2586,ML-01084,TRD,Section Insulator,0.36944954530186286,36.94495453018629,51.6365,42.82,LOW
2587,ML-03561,ENGINEERING,Track,0.3259109704186276,32.59109704186276,58.16,42.82,LOW
2588,ML-00284,ENGINEERING,Track,0.3761787059340922,37.61787059340922,50.589,42.81,LOW
2589,ML-00759,S&T,Point Machine,0.32135781091146093,32.13578109114609,58.821,42.81,LOW
2590,ML-01209,S&T,Signal,0.3505341230077972,35.05341230077972,54.4195,42.8,LOW
2591,ML-00025,ENGINEERING,Bridge,0.34380622917679,34.380622917679,55.4385,42.8,LOW
2592,ML-00509,S&T,Axle Counter,0.39887842159125847,39.887842159125846,47.172,42.8,LOW
2593,ML-04568,TRD,Section Insulator,0.36995388925074535,36.995388925074536,51.501000000000005,42.8,LOW
2594,ML-04350,TRD,OHE,0.4015163661960749,40.15163661960749,46.741,42.79,LOW
2595,ML-03448,TRD,Section Insulator,0.37484866531428,37.484866531428004,50.7045,42.77,LOW
2596,ML-00101,S&T,Signal,0.4896726313432368,48.96726313432368,33.473,42.77,LOW
2597,ML-02316,ENGINEERING,Bridge,0.3660446092834262,36.60446092834262,52.0285,42.77,LOW
2598,ML-00229,TRD,Section Insulator,0.38555873541259145,38.555873541259146,49.078500000000005,42.76,LOW
2599,ML-01847,ENGINEERING,Point & Crossing,0.36147901671390004,36.14790167139,52.6725,42.76,LOW
2600,ML-00422,TRD,OHE,0.3371484185790218,33.71484185790218,56.2725,42.74,LOW
2601,ML-03491,ENGINEERING,Bridge,0.39763421672501076,39.763421672501075,47.197,42.74,LOW
2602,ML-01680,ENGINEERING,Point & Crossing,0.3287133858404035,32.87133858404035,57.518,42.73,LOW
2603,ML-03610,ENGINEERING,Point & Crossing,0.3828254274685512,38.28254274685512,49.384,42.72,LOW
2604,ML-00260,S&T,Axle Counter,0.332257327223794,33.2257327223794,56.953,42.72,LOW
2605,ML-04968,S&T,Axle Counter,0.3966654693753434,39.66654693753434,47.291000000000004,42.72,LOW
2606,ML-04063,S&T,Point Machine,0.323818248124368,32.3818248124368,58.214,42.71,LOW
2607,ML-04691,ENGINEERING,Track,0.4823457407882897,48.23457407882897,34.412,42.71,LOW
2608,ML-04394,ENGINEERING,Point & Crossing,0.3366648267606939,33.66648267606939,56.2815,42.71,LOW
2609,ML-04778,ENGINEERING,Point & Crossing,0.4331523958486435,43.31523958486435,41.755,42.69,LOW
2610,ML-03043,ENGINEERING,Point & Crossing,0.4679372935618609,46.79372935618609,36.534499999999994,42.69,LOW
2611,ML-02098,ENGINEERING,Track,0.37102317342808894,37.102317342808895,51.0535,42.68,LOW
2612,ML-03522,ENGINEERING,Track,0.4605479464062923,46.05479464062923,37.586,42.67,LOW
2613,ML-02644,ENGINEERING,Bridge,0.47539630607536215,47.53963060753622,35.3705,42.67,LOW
2614,ML-03304,TRD,Section Insulator,0.41874135278814434,41.874135278814435,43.8595,42.67,LOW
2615,ML-02246,ENGINEERING,Bridge,0.32319905942782917,32.31990594278292,58.207,42.67,LOW
2616,ML-02653,TRD,OHE,0.32858871535138445,32.85887153513845,57.38466666666667,42.67,LOW
2617,ML-04093,TRD,OHE,0.3613083438172759,36.13083438172759,52.489000000000004,42.67,LOW
2618,ML-04789,ENGINEERING,Track,0.40152276693168737,40.15227669316874,46.427,42.66,LOW
2619,ML-01051,TRD,Section Insulator,0.42354094799355435,42.35409479935544,43.120000000000005,42.66,LOW
2620,ML-00362,TRD,Transformer,0.37739586765799743,37.73958676579974,50.044500000000006,42.66,LOW
2621,ML-03013,TRD,OHE,0.5322976040138641,53.22976040138641,26.787,42.65,LOW
2622,ML-00227,TRD,Section Insulator,0.32505933130776177,32.50593313077618,57.806,42.63,LOW
2623,ML-04118,TRD,Transformer,0.38048049260034555,38.04804926003455,49.496500000000005,42.63,LOW
2624,ML-01883,S&T,Axle Counter,0.3542228322219799,35.42228322219799,53.4445,42.63,LOW
2625,ML-02045,ENGINEERING,Track,0.3377308598445189,33.77308598445189,55.841833333333334,42.6,LOW
2626,ML-01592,S&T,Signal,0.37699550581890706,37.699550581890705,49.916,42.59,LOW
2627,ML-01504,TRD,OHE,0.3776457489630504,37.76457489630504,49.8375,42.59,LOW
2628,ML-02495,ENGINEERING,Point & Crossing,0.43250728677070016,43.250728677070015,41.562,42.58,LOW
2629,ML-01250,ENGINEERING,Point & Crossing,0.42799927493196627,42.79992749319663,42.2605,42.58,LOW
2630,ML-03548,S&T,Signal,0.41917923255244893,41.917923255244894,43.54,42.57,LOW
2631,ML-01546,S&T,Axle Counter,0.30528677033364304,30.528677033364303,60.618,42.56,LOW
2632,ML-00168,S&T,Point Machine,0.28329336714703657,28.329336714703658,63.90416666666667,42.56,LOW
2633,ML-03159,S&T,Signal,0.36431408334437043,36.431408334437045,51.738,42.55,LOW
2634,ML-02250,TRD,Transformer,0.39508776497830556,39.50877649783055,47.047,42.52,LOW
2635,ML-00961,S&T,Point Machine,0.3797663432102235,37.97663432102235,49.331,42.52,LOW
2636,ML-03644,TRD,OHE,0.25613971343497416,25.613971343497415,67.8845,42.52,LOW
2637,ML-02506,S&T,Point Machine,0.3456052290164143,34.56052290164143,54.4465,42.51,LOW
2638,ML-02056,TRD,OHE,0.36804642363128115,36.80464236312812,51.078,42.51,LOW
2639,ML-03617,TRD,Section Insulator,0.38966029705281197,38.966029705281194,47.812,42.5,LOW
2640,ML-02407,ENGINEERING,Point & Crossing,0.40409237776590684,40.409237776590686,45.6305,42.5,LOW
2641,ML-01111,S&T,Signal,0.40519983619098504,40.519983619098504,45.3645,42.46,LOW
2642,ML-04855,ENGINEERING,Track,0.30511250187643,30.511250187643,60.368,42.45,LOW
2643,ML-04070,ENGINEERING,Bridge,0.32745783868935313,32.74578386893531,56.99250000000001,42.44,LOW
2644,ML-04227,TRD,Transformer,0.3211646494663357,32.11646494663357,57.889500000000005,42.43,LOW
2645,ML-03299,ENGINEERING,Point & Crossing,0.41091691034379246,41.091691034379245,44.438,42.43,LOW
2646,ML-00832,TRD,OHE,0.31451572109839376,31.451572109839375,58.849,42.41,LOW
2647,ML-00934,ENGINEERING,Bridge,0.273039482188263,27.303948218826303,65.0815,42.41,LOW
2648,ML-01710,TRD,Transformer,0.35763783937251575,35.763783937251574,52.38,42.41,LOW
2649,ML-02035,S&T,Axle Counter,0.4046311350602322,40.46311350602322,45.310500000000005,42.4,LOW
2650,ML-01807,TRD,Section Insulator,0.3665424547195853,36.65424547195853,50.993,42.39,LOW
2651,ML-04868,ENGINEERING,Point & Crossing,0.3450738017349781,34.50738017349781,54.22,42.39,LOW
2652,ML-01434,S&T,Axle Counter,0.38948226026954197,38.948226026954195,47.5165,42.38,LOW
2653,ML-00142,ENGINEERING,Point & Crossing,0.37473429677208114,37.47342967720812,49.75,42.38,LOW
2654,ML-02313,ENGINEERING,Bridge,0.2973112749822147,29.731127498221472,61.31700000000001,42.37,LOW
2655,ML-00788,TRD,OHE,0.3384989783134783,33.84989783134783,55.148,42.37,LOW
2656,ML-04564,TRD,Section Insulator,0.34291885411449025,34.29188541144902,54.4335,42.35,LOW
2657,ML-00534,S&T,Point Machine,0.30334813059005294,30.334813059005295,60.343500000000006,42.34,LOW
2658,ML-03327,S&T,Axle Counter,0.30503657118749083,30.503657118749082,60.086999999999996,42.34,LOW
2659,ML-00632,TRD,OHE,0.3991042937843147,39.91042937843147,45.955000000000005,42.33,LOW
2660,ML-02779,ENGINEERING,Bridge,0.4045250773809564,40.45250773809564,45.1245,42.32,LOW
2661,ML-01668,TRD,Transformer,0.3725262943520207,37.252629435202074,49.898833333333336,42.31,LOW
2662,ML-01096,ENGINEERING,Track,0.29780997915489693,29.780997915489692,61.1095,42.31,LOW
2663,ML-00568,TRD,OHE,0.32986343743050583,32.98634374305058,56.272,42.3,LOW
2664,ML-01159,ENGINEERING,Track,0.36900016477930064,36.900016477930066,50.396499999999996,42.3,LOW
2665,ML-04178,ENGINEERING,Bridge,0.3721040503833096,37.21040503833096,49.908500000000004,42.29,LOW
2666,ML-00936,TRD,Transformer,0.47475919638075725,47.47591963807572,34.5215,42.29,LOW
2667,ML-04546,ENGINEERING,Track,0.27895324581985265,27.895324581985264,63.8845,42.29,LOW
2668,ML-03385,ENGINEERING,Track,0.38042805924249185,38.04280592424919,48.6505,42.29,LOW
2669,ML-02224,S&T,Axle Counter,0.36263444924215504,36.263444924215506,51.318999999999996,42.29,LOW
2670,ML-02484,S&T,Axle Counter,0.36504041408540194,36.504041408540196,50.941,42.28,LOW
2671,ML-00802,ENGINEERING,Bridge,0.22263179650384013,22.263179650384014,72.311,42.28,LOW
2672,ML-03560,TRD,Transformer,0.362103709536839,36.2103709536839,51.27,42.23,LOW
2673,ML-03738,S&T,Point Machine,0.3364144726890527,33.641447268905274,55.102,42.23,LOW
2674,ML-02806,TRD,Transformer,0.3277815861774942,32.77815861774942,56.405,42.23,LOW
2675,ML-01921,S&T,Axle Counter,0.30678428763622223,30.67842876362222,59.5305,42.22,LOW
2676,ML-03131,TRD,Transformer,0.40915402382096067,40.91540238209607,44.183,42.22,LOW
2677,ML-00203,ENGINEERING,Point & Crossing,0.37031625378301714,37.03162537830171,49.9535,42.2,LOW
2678,ML-00487,S&T,Signal,0.2954692650473774,29.54692650473774,61.1605,42.19,LOW
2679,ML-00529,S&T,Signal,0.2551824571286692,25.51824571286692,67.202,42.19,LOW
2680,ML-01148,ENGINEERING,Point & Crossing,0.3608544580103945,36.08544580103945,51.319,42.18,LOW
2681,ML-01049,S&T,Axle Counter,0.3431466344053485,34.31466344053485,53.927499999999995,42.16,LOW
2682,ML-03639,TRD,Transformer,0.39729268470792656,39.729268470792654,45.8185,42.16,LOW
2683,ML-01628,ENGINEERING,Track,0.3513565996472785,35.13565996472785,52.6395,42.14,LOW
2684,ML-04464,S&T,Axle Counter,0.3804250789335286,38.04250789335286,48.2715,42.13,LOW
2685,ML-01255,TRD,OHE,0.4778928415371542,47.78928415371542,33.6315,42.13,LOW
2686,ML-03320,S&T,Signal,0.34012856348452025,34.012856348452026,54.2945,42.13,LOW
2687,ML-04549,ENGINEERING,Track,0.36067026675897634,36.06702667589764,51.2355,42.13,LOW
2688,ML-00916,ENGINEERING,Track,0.3678313957305031,36.78313957305031,50.123,42.12,LOW
2689,ML-02202,S&T,Point Machine,0.3702525478343633,37.02525478343633,49.7445,42.11,LOW
2690,ML-02895,TRD,Section Insulator,0.35274886602574185,35.274886602574185,52.364000000000004,42.11,LOW
2691,ML-02639,TRD,OHE,0.3579385195758308,35.79385195758308,51.565,42.1,LOW
2692,ML-01645,S&T,Axle Counter,0.36741455735919665,36.741455735919665,50.1355,42.1,LOW
2693,ML-04139,ENGINEERING,Point & Crossing,0.32918708598970653,32.91870859897065,55.86,42.1,LOW
2694,ML-04221,S&T,Signal,0.3563338651814187,35.63338651814187,51.812,42.1,LOW
2695,ML-04225,S&T,Axle Counter,0.34604497626479314,34.604497626479315,53.348499999999994,42.1,LOW
2696,ML-04808,S&T,Axle Counter,0.3541298791566674,35.41298791566674,52.099000000000004,42.09,LOW
2697,ML-03118,ENGINEERING,Track,0.30646942562774554,30.646942562774555,59.267,42.09,LOW
2698,ML-04083,S&T,Axle Counter,0.3181541293233362,31.81541293233362,57.447,42.07,LOW
2699,ML-00434,ENGINEERING,Point & Crossing,0.4216882560596181,42.168825605961814,41.911,42.07,LOW
2700,ML-01547,TRD,OHE,0.41395466408880927,41.39546640888093,43.077000000000005,42.07,LOW
2701,ML-01881,ENGINEERING,Bridge,0.3798657589582444,37.986575895824444,48.197,42.07,LOW
2702,ML-04713,ENGINEERING,Track,0.43045287178127434,43.04528717812743,40.578,42.06,LOW
2703,ML-01899,S&T,Point Machine,0.294981798835871,29.4981798835871,60.898,42.06,LOW
2704,ML-01778,TRD,Section Insulator,0.3502084803612181,35.02084803612181,52.566,42.04,LOW
2705,ML-03995,S&T,Signal,0.33144164729324443,33.144164729324444,55.364000000000004,42.03,LOW
2706,ML-01866,S&T,Axle Counter,0.35798921069523876,35.79892106952388,51.3465,42.02,LOW
2707,ML-04538,ENGINEERING,Bridge,0.4446113014582055,44.46113014582055,38.353,42.02,LOW
2708,ML-03974,TRD,OHE,0.3656792736795788,36.56792736795788,50.138999999999996,42.0,LOW
2709,ML-03142,TRD,OHE,0.41585144925375866,41.585144925375864,42.608,41.99,LOW
2710,ML-03085,ENGINEERING,Point & Crossing,0.4791572252337673,47.91572252337673,33.087,41.98,LOW
2711,ML-04385,ENGINEERING,Point & Crossing,0.3551742782811635,35.51742782811635,51.6715,41.98,LOW
2712,ML-01420,ENGINEERING,Point & Crossing,0.41670157153432236,41.670157153432235,42.411500000000004,41.97,LOW
2713,ML-01161,TRD,Transformer,0.32208201178343804,32.208201178343806,56.61816666666667,41.97,LOW
2714,ML-01707,ENGINEERING,Bridge,0.3427636676760335,34.27636676760335,53.496,41.96,LOW
2715,ML-01997,ENGINEERING,Bridge,0.2925266561659554,29.252665616595543,61.008500000000005,41.95,LOW
2716,ML-04239,TRD,Transformer,0.352429406984502,35.2429406984502,51.9595,41.93,LOW
2717,ML-04104,ENGINEERING,Track,0.2786979414756898,27.86979414756898,63.00866666666667,41.93,LOW
2718,ML-02330,ENGINEERING,Bridge,0.40952791300132413,40.95279130013241,43.3805,41.92,LOW
2719,ML-03503,TRD,Section Insulator,0.36473095493122615,36.473095493122614,50.0965,41.92,LOW
2720,ML-01398,S&T,Signal,0.4748819822696157,47.48819822696157,33.528999999999996,41.9,LOW
2721,ML-00267,TRD,OHE,0.3590371750866913,35.90371750866913,50.8875,41.9,LOW
2722,ML-03337,ENGINEERING,Track,0.40856919301236594,40.856919301236594,43.467,41.9,LOW
2723,ML-04507,S&T,Axle Counter,0.40831645941847916,40.83164594184792,43.503,41.9,LOW
2724,ML-03144,ENGINEERING,Point & Crossing,0.30413393993461146,30.413393993461145,59.138999999999996,41.9,LOW
2725,ML-02430,S&T,Signal,0.45063903062193267,45.06390306219327,37.12049999999999,41.89,LOW
2726,ML-01704,ENGINEERING,Track,0.4104231669568667,41.04231669568667,43.1295,41.88,LOW
2727,ML-01149,TRD,Transformer,0.3841607910872866,38.41607910872866,47.0715,41.88,LOW
2728,ML-02853,ENGINEERING,Point & Crossing,0.42402302953677284,42.402302953677285,41.085499999999996,41.88,LOW
2729,ML-03649,TRD,Section Insulator,0.33146001744661757,33.14600174466176,54.952,41.87,LOW
2730,ML-04654,S&T,Axle Counter,0.37039918863012866,37.039918863012865,49.112500000000004,41.87,LOW
2731,ML-03865,TRD,Section Insulator,0.3903073102839775,39.03073102839775,46.120999999999995,41.87,LOW
2732,ML-03130,ENGINEERING,Bridge,0.3329967506588401,33.29967506588401,54.7025,41.86,LOW
2733,ML-00775,ENGINEERING,Point & Crossing,0.42498212589143847,42.49821258914385,40.885999999999996,41.85,LOW
2734,ML-02449,TRD,Section Insulator,0.2926388553247924,29.26388553247924,60.723,41.85,LOW
2735,ML-04001,TRD,Transformer,0.2744973990555306,27.44973990555306,63.42700000000001,41.84,LOW
2736,ML-02900,S&T,Signal,0.3574161000829008,35.74161000829008,50.9845,41.84,LOW
2737,ML-04787,TRD,Transformer,0.4531513876222137,45.315138762221366,36.5585,41.81,LOW
2738,ML-02158,ENGINEERING,Track,0.44001680388319747,44.00168038831975,38.492000000000004,41.8,LOW
2739,ML-02619,TRD,Transformer,0.4521459909929781,45.21459909929781,36.672,41.8,LOW
2740,ML-01849,S&T,Axle Counter,0.4391766807725833,43.917668077258334,38.627,41.8,LOW
2741,ML-02749,ENGINEERING,Track,0.4459494133627466,44.594941336274665,37.601,41.8,LOW
2742,ML-04522,ENGINEERING,Point & Crossing,0.36007207936914015,36.007207936914014,50.49550000000001,41.8,LOW
2743,ML-02533,ENGINEERING,Bridge,0.3544046924432543,35.44046924432543,51.335,41.8,LOW
2744,ML-02816,TRD,OHE,0.29317282337722594,29.317282337722595,60.465,41.78,LOW
2745,ML-01428,S&T,Point Machine,0.32402483282407263,32.40248328240726,55.856500000000004,41.78,LOW
